,Period,Time,grid_node,Domestic_electricity,SolarGains
577,1,10,1,5.271211449782255,2.2769895254151398
578,1,10,5,27.633563153313702,67.36824331266045
579,1,10,9,5.50363582556336,4.1955505001506275
580,1,10,13,15.765752726767001,6.9788657973048505
581,1,10,14,4.00846364476092,8.14112912014822
582,1,10,16,0.32656752393137,0.130901431578428
583,1,10,17,80.0026159231102,5.42687708057724
584,1,10,20,14.55239957421187,26.375112392758297
585,1,10,21,0.885519915439579,0.61529459937012
586,1,10,23,15.248375539846222,16.335935376232065
587,1,10,25,71.5601288156463,1.57946404952375
588,1,10,28,88.28426032129606,18.064510638992672
589,1,10,33,21.777334992249,4.820158453963474
590,1,10,34,14.917219190463946,2.207534475149925
591,1,10,36,58.50873293012815,3.9031886752447362
592,1,10,37,113.51292750806437,130.44704225566878
593,1,10,41,1.49669631146586,0.825492538181966
594,1,10,42,65.61356362465084,25.985891716268693
595,1,10,44,24.471430687272456,24.41380128830821
596,1,10,46,22.768229920150187,28.577398932628693
597,1,10,47,0.5980640621846385,0.43382321000463503
598,1,10,49,36.9522410450495,8.15169831451146
599,1,10,50,25.26607237721902,4.660593260164171
600,1,10,51,6.38788536127564,5.78536567412074
601,1,10,54,85.85692380907008,7.555484105870031
602,1,10,55,60.27601400641026,42.33243398111897
603,1,10,56,2.42031949349062,2.961939607592833
604,1,10,57,23.504649090000463,2.95954285464187
605,1,10,58,10.254447039883448,3.873227197720757
606,1,10,59,21.089100813951557,11.977335731320156
607,1,10,60,114.20845346445049,11.358263444150328
608,1,10,62,11.01775334667175,1.605880837114621
609,1,10,63,13.257045473706018,2.86219268307179
610,1,10,66,54.92393169413154,167.24082850188844
611,1,10,68,52.694468236207896,55.61876239195811
612,1,10,69,3.909395151639451,4.28346956304072
613,1,10,71,11.3628628073635,67.8649387650955
614,1,10,72,32.85868006413184,5.706199290320445
615,1,10,76,26.84080763590101,15.79056192062118
616,1,10,81,109.379854209851,155.57898252861
617,1,10,104,0.640134878631021,0.306380783401403
618,1,10,110,64.83491290114799,77.12343811421947
619,1,10,111,131.824249925478,122.720473293856
620,1,10,113,42.09392303694827,35.45791361245247
621,1,10,114,14.8755152748542,12.1443854698596
622,1,10,119,1.575805285082616,1.856396111129918
623,1,10,121,166.5946794149265,14.886752192300008
624,1,10,123,293.1267920789876,11.83014167987829
625,1,10,125,41.8180361052475,3.3024740284774303
626,1,10,126,249.36641332177228,28.18589686273021
627,1,10,133,43.0193982656254,40.6439699222293
628,1,10,135,12.366796202885961,5.2290414985067
629,1,10,136,156.1694719110177,22.38837647834454
630,1,10,137,2.0973519970453354,1.594837581791067
631,1,10,142,1.24673888266708,0.936511639408856
632,1,10,149,54.41030620636281,8.96991387385733
633,1,10,159,3.13086079103246,3.497388400631117
634,1,10,160,21.766981498964,1.29839129290723
635,1,10,166,49.550002419807484,12.925771391195
636,1,10,178,50.7219720004001,10.9987623577784
637,1,10,183,128.693357114453,5.12506476924426
638,1,10,185,270.2051844385159,13.501842463889586
639,1,10,189,26.342481779882867,1.8890959893946868
640,1,11,0,6.67156849606426,2.1642472940607
641,1,11,1,6.138834489782256,4.69922395040655
642,1,11,5,27.7119063533137,139.0337807610029
643,1,11,9,5.50363582556336,8.65872731314098
644,1,11,13,15.923257526767,14.4029003802241
645,1,11,14,4.00846364476092,16.8015656276582
646,1,11,16,0.33353136393137,0.27015282044554
647,1,11,17,90.4494472831102,11.1999244916646
648,1,11,20,14.55239957421187,54.432643834019004
649,1,11,21,0.885519915439579,1.26983768947672
650,1,11,23,15.315871219846223,33.71390949121178
651,1,11,25,80.9045307356463,3.25967915420029
652,1,11,28,90.06539632129606,37.28132259705987
653,1,11,33,24.347438352249,9.94778579294959
654,1,11,34,17.143862390463948,4.555883442231184
655,1,11,36,66.14886893012815,8.055354449784538
656,1,11,37,118.70200014806434,269.2150571556856
657,1,11,41,1.49669631146586,1.70364170015202
658,1,11,42,71.60370106465083,53.629374822660694
659,1,11,44,24.658541053337075,50.38491326110403
660,1,11,46,22.849444960150187,58.97769664972313
661,1,11,47,0.5980640621846385,0.8953191905107021
662,1,11,49,42.3175077650495,16.8233782055088
663,1,11,50,30.08022853721902,9.61847704032533
664,1,11,51,6.38788536127564,11.9397689950863
